,Location,No. of Bedrooms,City,price_lack
5780,Tellapur,3.0,Hyderabad,9900000
5781,Puppalaguda,3.0,Hyderabad,3900000
5782,Puppalaguda,3.0,Hyderabad,7800000
5783,Narsingi,3.0,Hyderabad,19600000
5784,Begumpet,2.0,Hyderabad,6050000
5785,Kukatpally,2.0,Hyderabad,6150000
5786,Nizampet,2.0,Hyderabad,5000000
5787,Nizampet,2.0,Hyderabad,4760000
5788,Banjara Hills,4.0,Hyderabad,30000000
5789,AS Rao Nagar,2.0,Hyderabad,2500000
5790,Pragathi Nagar Kukatpally,2.0,Hyderabad,5900000
5791,Miyapur,3.0,Hyderabad,9700000
5792,Mallampet,2.0,Hyderabad,4641000
5793,Nanakramguda,3.0,Hyderabad,16000000
5794,Mallampet,2.0,Hyderabad,4641000
5795,Attapur,3.0,Hyderabad,7500000
5796,Alwal,3.0,Hyderabad,6140000
5797,Nanakramguda,3.0,Hyderabad,10500000
5798,West Marredpally,3.0,Hyderabad,7200000
5799,Nizampet,2.0,Hyderabad,4600000
5800,Hitech City,3.0,Hyderabad,10400000
5801,Banjara Hills,3.0,Hyderabad,9500000
5802,Narsingi,3.0,Hyderabad,9942000
5803,Manikonda,3.0,Hyderabad,9250000
5804,Puppalaguda,3.0,Hyderabad,4500000
5805,Kompally,3.0,Hyderabad,9600000
5806,Sri Nagar Colony,3.0,Hyderabad,8600000
5807,Hakimpet,2.0,Hyderabad,2700000
5808,Pocharam,3.0,Hyderabad,6600000
5809,Nagole,3.0,Hyderabad,8589000
5810,LB Nagar,2.0,Hyderabad,5500000
5811,Meerpet,2.0,Hyderabad,3200000
5812,Kachiguda,3.0,Hyderabad,20500000
5813,Manikonda,2.0,Hyderabad,6300000
5814,Masab Tank,3.0,Hyderabad,6400000
5815,Miyapur,2.0,Hyderabad,4988000
5816,Kondapur,2.0,Hyderabad,10500000
5817,Saroornagar,2.0,Hyderabad,4300000
5818,Nizampet,2.0,Hyderabad,3900000
5819,Uppal Kalan,3.0,Hyderabad,5500000
5820,Tellapur,3.0,Hyderabad,10300000
5821,Mallapur,2.0,Hyderabad,6600000
5822,Miyapur,2.0,Hyderabad,6500000
5823,Manikonda,2.0,Hyderabad,5784000
5824,Rajendra Nagar,3.0,Hyderabad,5500000
5825,Puppalaguda,2.0,Hyderabad,6700000
5826,Beeramguda,2.0,Hyderabad,3000000
5827,Moosapet,2.0,Hyderabad,4700000
5828,Kondapur,3.0,Hyderabad,15000000
5829,Bachupally,3.0,Hyderabad,7872000
5830,Kokapet,3.0,Hyderabad,8903000
5831,Nanakramguda,2.0,Hyderabad,3200000
5832,Lakdikapul,3.0,Hyderabad,5600000
5833,Tarnaka,3.0,Hyderabad,11000000
5834,West Marredpally,3.0,Hyderabad,12000000
5835,Kondapur,2.0,Hyderabad,6900000
5836,Kistareddypet,2.0,Hyderabad,3999000
5837,Pragathi Nagar Kukatpally,2.0,Hyderabad,4460000
5838,Hafeezpet,2.0,Hyderabad,7298999
5839,Kompally,3.0,Hyderabad,10500000
5840,Shaikpet,3.0,Hyderabad,12000000
5841,Amberpet,3.0,Hyderabad,7700000
5842,Kokapet,3.0,Hyderabad,12400000
5843,Hitech City,4.0,Hyderabad,28200000
5844,Nagole,2.0,Hyderabad,3700000
5845,Miyapur,2.0,Hyderabad,8000000
5846,Gachibowli,4.0,Hyderabad,17700000
5847,AS Rao Nagar,3.0,Hyderabad,6998999
5848,Banjara Hills,3.0,Hyderabad,19400000
5849,Kapra,2.0,Hyderabad,3000000
5850,Bachupally,2.0,Hyderabad,2999000
5851,West Marredpally,3.0,Hyderabad,8500000
5852,Puppalaguda,1.0,Hyderabad,6500000
5853,Habsiguda,3.0,Hyderabad,8500000
5854,Sanath Nagar,3.0,Hyderabad,14500000
5855,Manikonda,3.0,Hyderabad,8600000
5856,Kokapet,3.0,Hyderabad,9073000
5857,Puppalaguda,1.0,Hyderabad,6700000
5858,Nizampet,2.0,Hyderabad,6344000
5859,Nizampet,3.0,Hyderabad,8580000
5860,Nizampet,3.0,Hyderabad,8736000
5861,Nizampet,3.0,Hyderabad,8086000
5862,Nizampet,3.0,Hyderabad,8762000
5863,Nizampet,3.0,Hyderabad,7904000
5864,Nizampet,2.0,Hyderabad,6370000
5865,Nizampet,3.0,Hyderabad,9334000
5866,Nizampet,2.0,Hyderabad,7462000
5867,Nizampet,2.0,Hyderabad,7436000
5868,Nizampet,2.0,Hyderabad,6578000
5869,Manikonda,3.0,Hyderabad,10400000
5870,Manikonda,3.0,Hyderabad,10400000
5871,Manikonda,2.0,Hyderabad,6850000
5872,Manikonda,3.0,Hyderabad,11100000
5873,Manikonda,3.0,Hyderabad,10300000
5874,Manikonda,2.0,Hyderabad,7000000
5875,Manikonda,3.0,Hyderabad,9325000
5876,Manikonda,3.0,Hyderabad,11299999
5877,Manikonda,3.0,Hyderabad,9480000
5878,Hitech City,4.0,Hyderabad,25600000
5879,Manikonda,3.0,Hyderabad,8510000
5880,Manikonda,2.0,Hyderabad,6750000
5881,Manikonda,3.0,Hyderabad,7625000
5882,Manikonda,2.0,Hyderabad,6125000
5883,Manikonda,3.0,Hyderabad,8640000
5884,Manikonda,3.0,Hyderabad,8625000
5885,Manikonda,2.0,Hyderabad,6500000
5886,Manikonda,3.0,Hyderabad,8000000
5887,Manikonda,2.0,Hyderabad,6000000
5888,Kothaguda,3.0,Hyderabad,9900000
5889,Kompally,3.0,Hyderabad,8234999
5890,Kompally,3.0,Hyderabad,8256999
5891,Tellapur,3.0,Hyderabad,7100000
5892,Tellapur,3.0,Hyderabad,9900000
5893,Tellapur,3.0,Hyderabad,9900000
5894,Tellapur,3.0,Hyderabad,9900000
5895,Sanath Nagar,3.0,Hyderabad,16000000
5896,Manikonda,3.0,Hyderabad,8000000
5897,Kukatpally,2.0,Hyderabad,5654000
5898,Kukatpally,2.0,Hyderabad,5704000
5899,Kukatpally,3.0,Hyderabad,7588000
5900,Nizampet,2.0,Hyderabad,5999000
5901,Manikonda,2.0,Hyderabad,6000000
5902,Gachibowli,2.0,Hyderabad,3148000
5903,Gachibowli,3.0,Hyderabad,6325000
5904,Gachibowli,2.0,Hyderabad,4748000
5905,Gachibowli,2.0,Hyderabad,4748000
5906,Gachibowli,3.0,Hyderabad,8168000
5907,Gachibowli,3.0,Hyderabad,8168000
5908,Gachibowli,2.0,Hyderabad,7802000
5909,Gachibowli,2.0,Hyderabad,5373000
5910,Moosapet,3.0,Hyderabad,7400000
5911,Balanagar,3.0,Hyderabad,7400000
5912,Kokapet,3.0,Hyderabad,8903000
5913,Kokapet,4.0,Hyderabad,20200000
5914,Kokapet,4.0,Hyderabad,20200000
5915,Kokapet,3.0,Hyderabad,10800000
5916,Kokapet,3.0,Hyderabad,10800000
5917,Kokapet,3.0,Hyderabad,15200000
5918,Kokapet,3.0,Hyderabad,15200000
5919,Kokapet,4.0,Hyderabad,15200000
5920,Kokapet,4.0,Hyderabad,15200000
5921,Jubilee Hills,4.0,Hyderabad,47200000
5922,Kokapet,4.0,Hyderabad,21500000
5923,Manikonda,3.0,Hyderabad,12000000
5924,Tellapur,3.0,Hyderabad,10000000
5925,Tellapur,3.0,Hyderabad,9500000
5926,Narsingi,3.0,Hyderabad,10700000
5927,Narsingi,3.0,Hyderabad,10700000
5928,Narsingi,3.0,Hyderabad,10700000
5929,Banjara Hills,3.0,Hyderabad,17000000
5930,Pragathi Nagar Kukatpally,2.0,Hyderabad,4000000
5931,Pragathi Nagar Kukatpally,2.0,Hyderabad,4000000
5932,Banjara Hills,4.0,Hyderabad,8500000
5933,Miyapur,3.0,Hyderabad,8600000
5934,Miyapur,3.0,Hyderabad,8599000
5935,Miyapur,3.0,Hyderabad,8898000
5936,Miyapur,3.0,Hyderabad,8599000
5937,Miyapur,3.0,Hyderabad,8298999
5938,Miyapur,3.0,Hyderabad,8598000
5939,Miyapur,3.0,Hyderabad,8898000
5940,Murad Nagar,2.0,Hyderabad,4200000
5941,Murad Nagar,2.0,Hyderabad,4200000
5942,Tellapur,3.0,Hyderabad,10000000
5943,Puppalaguda,3.0,Hyderabad,3900000
5944,Tellapur,3.0,Hyderabad,10000000
5945,Tellapur,3.0,Hyderabad,9900000
5946,Nizampet,2.0,Hyderabad,4760000
5947,Nizampet,2.0,Hyderabad,4400000
5948,Chandanagar,3.0,Hyderabad,7840000
5949,Nizampet,2.0,Hyderabad,4760000
5950,Nizampet,2.0,Hyderabad,4400000
5951,Hitech City,2.0,Hyderabad,8600000
5952,Manikonda,3.0,Hyderabad,6800000
5953,Banjara Hills,3.0,Hyderabad,18500000
5954,Nizampet,2.0,Hyderabad,4400000
5955,Nizampet,2.0,Hyderabad,4760000
5956,Nizampet,2.0,Hyderabad,4400000
5957,Chandanagar,3.0,Hyderabad,7840000
5958,Nizampet,2.0,Hyderabad,4760000
5959,Nizampet,2.0,Hyderabad,4400000
5960,Hitech City,2.0,Hyderabad,8600000
5961,Chandanagar,2.0,Hyderabad,5880000
5962,Nizampet,2.0,Hyderabad,4400000
5963,Nizampet,2.0,Hyderabad,4760000
5964,Nizampet,2.0,Hyderabad,4760000
5965,Nizampet,2.0,Hyderabad,4760000
5966,Nizampet,2.0,Hyderabad,4400000
5967,Nizampet,2.0,Hyderabad,4760000
5968,Nizampet,2.0,Hyderabad,4760000
5969,Nizampet,2.0,Hyderabad,4760000
5970,Kukatpally,3.0,Hyderabad,9906000
5971,Kukatpally,3.0,Hyderabad,10000000
5972,Uppal Kalan,3.0,Hyderabad,6187000
5973,Nizampet,2.0,Hyderabad,3800000
5974,East Marredpally,3.0,Hyderabad,11500000
5975,East Marredpally,3.0,Hyderabad,12000000
5976,Mallampet,2.0,Hyderabad,4641000
5977,Mallampet,2.0,Hyderabad,4641000
5978,Mallampet,2.0,Hyderabad,4641000
5979,Banjara Hills,3.0,Hyderabad,18500000
5980,Hitech City,2.0,Hyderabad,8600000
5981,Manikonda,3.0,Hyderabad,6800000
5982,Kukatpally,3.0,Hyderabad,11100000
5983,Aminpur,2.0,Hyderabad,4400000
5984,Aminpur,2.0,Hyderabad,4400000
5985,Aminpur,2.0,Hyderabad,4400000
5986,Aminpur,2.0,Hyderabad,4400000
5987,Aminpur,2.0,Hyderabad,4400000
5988,Aminpur,2.0,Hyderabad,4400000
5989,Aminpur,2.0,Hyderabad,4400000
5990,Aminpur,2.0,Hyderabad,4400000
5991,Aminpur,2.0,Hyderabad,4400000
5992,Aminpur,2.0,Hyderabad,4400000
5993,Mallampet,2.0,Hyderabad,4641000
5994,Aminpur,2.0,Hyderabad,4400000
5995,Mallampet,2.0,Hyderabad,4641000
5996,Mallampet,2.0,Hyderabad,4641000
5997,Mallampet,2.0,Hyderabad,4641000
5998,Mallampet,2.0,Hyderabad,4641000
5999,Mallampet,2.0,Hyderabad,4641000
6000,Kondapur,2.0,Hyderabad,7847000
6001,Aminpur,2.0,Hyderabad,4400000
6002,Kondapur,3.0,Hyderabad,10000000
6003,Aminpur,2.0,Hyderabad,4400000
6004,Mallampet,2.0,Hyderabad,4641000
6005,Tellapur,3.0,Hyderabad,9900000
6006,Manikonda,2.0,Hyderabad,6500000
6007,Attapur,3.0,Hyderabad,7500000
6008,Mallapur,2.0,Hyderabad,6500000
6009,Pragathi Nagar Kukatpally,2.0,Hyderabad,5300000
6010,Mallampet,2.0,Hyderabad,4641000
6011,Hitech City,2.0,Hyderabad,8600000
6012,Mallampet,2.0,Hyderabad,4641000
6013,Mallampet,2.0,Hyderabad,4641000
6014,Kondapur,3.0,Hyderabad,10700000
6015,Alwal,2.0,Hyderabad,4840000
6016,Gajularamaram,2.0,Hyderabad,4542000
6017,Serilingampally,3.0,Hyderabad,8100000
6018,Gajularamaram,3.0,Hyderabad,6931000
6019,Kukatpally,2.0,Hyderabad,7098999
6020,Kukatpally,3.0,Hyderabad,11100000
6021,Kondapur,2.0,Hyderabad,7240000
6022,East Marredpally,3.0,Hyderabad,10000000
6023,Hitech City,3.0,Hyderabad,13000000
6024,Sri Nagar Colony,4.0,Hyderabad,43000000
6025,Serilingampally,3.0,Hyderabad,8900000
6026,West Marredpally,3.0,Hyderabad,15000000
6027,West Marredpally,3.0,Hyderabad,15000000
6028,Kukatpally,3.0,Hyderabad,12000000
6029,Kukatpally,3.0,Hyderabad,12000000
6030,Kukatpally,3.0,Hyderabad,12000000
6031,Kukatpally,3.0,Hyderabad,12000000
6032,Kukatpally,3.0,Hyderabad,12000000
6033,Kukatpally,3.0,Hyderabad,12000000
6034,Kondapur,2.0,Hyderabad,7744000
6035,Kondapur,3.0,Hyderabad,9760000
6036,Kondapur,2.0,Hyderabad,8500000
6037,AS Rao Nagar,1.0,Hyderabad,2500000
6038,Malkajgiri,2.0,Hyderabad,8200000
6039,Malkajgiri,2.0,Hyderabad,8200000
6040,Malkajgiri,2.0,Hyderabad,8200000
6041,Malkajgiri,2.0,Hyderabad,8200000
6042,Malkajgiri,2.0,Hyderabad,8200000
6043,Malkajgiri,2.0,Hyderabad,8200000
6044,Malkajgiri,2.0,Hyderabad,8200000
6045,Malkajgiri,2.0,Hyderabad,8200000
6046,Malkajgiri,2.0,Hyderabad,8200000
6047,Malkajgiri,2.0,Hyderabad,8200000
6048,Kokapet,3.0,Hyderabad,10800000
6049,Jubilee Hills,3.0,Hyderabad,27500000
6050,Kondapur,4.0,Hyderabad,35000000
6051,Narsingi,3.0,Hyderabad,9822000
6052,Kondapur,4.0,Hyderabad,30000000
6053,Jubilee Hills,3.0,Hyderabad,27500000
6054,Alwal,2.0,Hyderabad,4880000
6055,Miyapur,3.0,Hyderabad,9984000
6056,West Marredpally,4.0,Hyderabad,25000000
6057,Mettuguda,3.0,Hyderabad,5400000
6058,Banjara Hills,3.0,Hyderabad,15000000
6059,Miyapur,3.0,Hyderabad,9984000
6060,Miyapur,3.0,Hyderabad,10000000
6061,Kondapur,2.0,Hyderabad,11800000
6062,Gajularamaram,2.0,Hyderabad,4542000
6063,Kukatpally,3.0,Hyderabad,10900000
6064,Kukatpally,2.0,Hyderabad,7098999
6065,Jubilee Hills,3.0,Hyderabad,46000000
6066,Jubilee Hills,3.0,Hyderabad,19800000
6067,Kondapur,3.0,Hyderabad,7600000
6068,Kokapet,3.0,Hyderabad,18000000
6069,Narsingi,3.0,Hyderabad,12300000
6070,Narsingi,3.0,Hyderabad,12300000
6071,Nizampet,2.0,Hyderabad,5500000
6072,Nizampet,2.0,Hyderabad,3700000
6073,Narsingi,3.0,Hyderabad,12300000
6074,Narsingi,3.0,Hyderabad,12300000
6075,Narsingi,3.0,Hyderabad,12300000
6076,Narsingi,3.0,Hyderabad,12300000
6077,Nizampet,2.0,Hyderabad,4850000
6078,Nizampet,2.0,Hyderabad,4850000
6079,Nizampet,2.0,Hyderabad,4850000
6080,Nizampet,2.0,Hyderabad,4850000
6081,Nizampet,2.0,Hyderabad,4850000
6082,Begumpet,2.0,Hyderabad,4500000
6083,Malkajgiri,3.0,Hyderabad,7600000
6084,Sri Nagar Colony,3.0,Hyderabad,8600000
6085,Malkajgiri,3.0,Hyderabad,7500000
6086,Malkajgiri,2.0,Hyderabad,5200000
6087,Mehdipatnam,3.0,Hyderabad,5700000
6088,Gajularamaram,3.0,Hyderabad,6931000
6089,Venkat Nagar Colony,3.0,Hyderabad,10800000
6090,Kukatpally,3.0,Hyderabad,10900000
6091,Kokapet,3.0,Hyderabad,13000000
6092,Nizampet,2.0,Hyderabad,3650000
6093,Hitech City,2.0,Hyderabad,8625000
6094,Kondakal,3.0,Hyderabad,7500000
6095,Kondapur,3.0,Hyderabad,20000000
6096,Tellapur,3.0,Hyderabad,10000000
6097,Banjara Hills,4.0,Hyderabad,45000000
6098,Banjara Hills,4.0,Hyderabad,45000000
6099,Banjara Hills,4.0,Hyderabad,45000000
6100,Gajularamaram,2.0,Hyderabad,3300000
6101,Gajularamaram,2.0,Hyderabad,3300000
6102,Gajularamaram,2.0,Hyderabad,3300000
6103,Gajularamaram,2.0,Hyderabad,3300000
6104,Chandanagar,2.0,Hyderabad,5635000
6105,Nanakramguda,3.0,Hyderabad,12900000
6106,Gopanpally,3.0,Hyderabad,7800000
6107,Serilingampally,2.0,Hyderabad,6300000
6108,Somajiguda,4.0,Hyderabad,28000000
6109,Banjara Hills,3.0,Hyderabad,30000000
6110,Banjara Hills,3.0,Hyderabad,30000000
6111,Gachibowli,4.0,Hyderabad,12500000
6112,Nagole,2.0,Hyderabad,6583000
6113,Nagole,3.0,Hyderabad,8977000
6114,Kukatpally,4.0,Hyderabad,35500000
6115,Uppal Kalan,2.0,Hyderabad,7500000
6116,Puppalaguda,3.0,Hyderabad,7000000
6117,Madhapur,3.0,Hyderabad,14500000
6118,Nallagandla Gachibowli,3.0,Hyderabad,13500000
6119,Nallagandla Gachibowli,3.0,Hyderabad,13500000
6120,Miyapur,3.0,Hyderabad,8990000
6121,Hitech City,4.0,Hyderabad,27500000
6122,Gachibowli,5.0,Hyderabad,66400000
6123,Kondapur,2.0,Hyderabad,7500000
6124,AS Rao Nagar,3.0,Hyderabad,5700000
6125,Banjara Hills,4.0,Hyderabad,33000000
6126,Banjara Hills,4.0,Hyderabad,33000000
6127,LB Nagar,2.0,Hyderabad,5500000
6128,Bolarum,2.0,Hyderabad,3578000
6129,Miyapur,2.0,Hyderabad,7800000
6130,Jubilee Hills,4.0,Hyderabad,52000000
6131,Jubilee Hills,4.0,Hyderabad,52000000
6132,Jubilee Hills,4.0,Hyderabad,40000000
6133,Jubilee Hills,4.0,Hyderabad,40000000
6134,Banjara Hills,3.0,Hyderabad,36700000
6135,Banjara Hills,3.0,Hyderabad,36700000
6136,Madhapur,2.0,Hyderabad,8600000
6137,Hitech City,2.0,Hyderabad,9000000
6138,Hitech City,2.0,Hyderabad,9000000
6139,Nanakramguda,2.0,Hyderabad,9877000
6140,Nanakramguda,3.0,Hyderabad,13000000
6141,Nanakramguda,3.0,Hyderabad,18800000
6142,Manikonda,2.0,Hyderabad,6000000
6143,Puppalaguda,3.0,Hyderabad,7000000
6144,Miyapur,3.0,Hyderabad,9984000
6145,Miyapur,3.0,Hyderabad,10000000
6146,Miyapur,3.0,Hyderabad,9906000
6147,Gachibowli,2.0,Hyderabad,5500000
6148,Nizampet,3.0,Hyderabad,8000000
6149,Hitech City,2.0,Hyderabad,8600000
6150,Kukatpally,3.0,Hyderabad,11100000
6151,Kukatpally,3.0,Hyderabad,11100000
6152,Mehdipatnam,2.0,Hyderabad,4200000
6153,Mehdipatnam,2.0,Hyderabad,4200000
6154,Kondapur,3.0,Hyderabad,14500000
6155,Kukatpally,2.0,Hyderabad,7098999
6156,Bachupally,3.0,Hyderabad,8953000
6157,Bachupally,3.0,Hyderabad,7872000
6158,Bachupally,3.0,Hyderabad,7590000
6159,Bachupally,2.0,Hyderabad,5452000
6160,Bachupally,3.0,Hyderabad,8459000
6161,Bachupally,2.0,Hyderabad,5640000
6162,Mallapur,2.0,Hyderabad,4500000
6163,Kukatpally,2.0,Hyderabad,4830000
6164,Mehdipatnam,2.0,Hyderabad,4900000
6165,Hitech City,2.0,Hyderabad,6000000
6166,Mallapur,2.0,Hyderabad,4500000
6167,Masab Tank,2.0,Hyderabad,4299000
6168,Zamistanpur,2.0,Hyderabad,4750000
6169,Madhura Nagar,2.0,Hyderabad,4200000
6170,Jubilee Hills,3.0,Hyderabad,12500000
6171,Kukatpally,3.0,Hyderabad,12000000
6172,Kukatpally,3.0,Hyderabad,12000000
6173,Miyapur,3.0,Hyderabad,8298999
6174,Miyapur,3.0,Hyderabad,8898000
6175,Miyapur,3.0,Hyderabad,7998999
6176,Jubilee Hills,3.0,Hyderabad,23000000
6177,Jubilee Hills,3.0,Hyderabad,22900000
6178,Jubilee Hills,3.0,Hyderabad,23000000
6179,Jubilee Hills,3.0,Hyderabad,23000000
6180,Kukatpally,3.0,Hyderabad,14500000
6181,Madhapur,3.0,Hyderabad,20000000
6182,Beeramguda,2.0,Hyderabad,2800000
6183,Ghansi Bazaar,3.0,Hyderabad,3500000
6184,Chintalakunta,2.0,Hyderabad,3500000
6185,Kukatpally,3.0,Hyderabad,11399999
6186,Gajularamaram,3.0,Hyderabad,6931000
6187,Gajularamaram,2.0,Hyderabad,5256000
6188,Kukatpally,3.0,Hyderabad,11100000
6189,Nallakunta,2.0,Hyderabad,5300000
6190,Bowenpally,2.0,Hyderabad,4500000
6191,Nallakunta,3.0,Hyderabad,14600000
6192,Nallakunta,3.0,Hyderabad,11200000
6193,Nallakunta,3.0,Hyderabad,11200000
6194,Malkajgiri,2.0,Hyderabad,4200000
6195,Kompally,2.0,Hyderabad,4900000
6196,Kondapur,2.0,Hyderabad,7554000
6197,Kondapur,3.0,Hyderabad,11399999
6198,Kondapur,2.0,Hyderabad,7240000
6199,Jubilee Hills,2.0,Hyderabad,9600000
6200,Jubilee Hills,2.0,Hyderabad,9600000
6201,Jubilee Hills,2.0,Hyderabad,9600000
6202,Jubilee Hills,2.0,Hyderabad,9600000
6203,Jubilee Hills,2.0,Hyderabad,9600000
6204,Jubilee Hills,2.0,Hyderabad,10200000
6205,Jubilee Hills,3.0,Hyderabad,12500000
6206,Jubilee Hills,3.0,Hyderabad,12500000
6207,Bandlaguda Jagir,2.0,Hyderabad,4800000
6208,Bandlaguda Jagir,2.0,Hyderabad,4800000
6209,Jubilee Hills,3.0,Hyderabad,12500000
6210,Nanakramguda,3.0,Hyderabad,16800000
6211,Saroornagar,2.0,Hyderabad,4000000
6212,Beeramguda,2.0,Hyderabad,3600000
6213,Begumpet,2.0,Hyderabad,6000000
6214,Begumpet,2.0,Hyderabad,6000000
6215,Banjara Hills,3.0,Hyderabad,33300000
6216,Hitech City,2.0,Hyderabad,8625000
6217,Saroornagar,2.0,Hyderabad,4000000
6218,Beeramguda,2.0,Hyderabad,3600000
6219,Beeramguda,2.0,Hyderabad,4000000
6220,Begumpet,2.0,Hyderabad,6000000
6221,Begumpet,2.0,Hyderabad,6000000
6222,Beeramguda,2.0,Hyderabad,3500000
6223,Beeramguda,2.0,Hyderabad,3500000
6224,Boduppal,2.0,Hyderabad,2300000
6225,Boduppal,2.0,Hyderabad,2300000
6226,Somajiguda,3.0,Hyderabad,12000000
6227,Nagole,2.0,Hyderabad,2500000
6228,Kukatpally,2.0,Hyderabad,5777000
6229,Kukatpally,3.0,Hyderabad,7605000
6230,Beeramguda,1.0,Hyderabad,2600000
6231,Beeramguda,2.0,Hyderabad,4500000
6232,Beeramguda,2.0,Hyderabad,3000000
6233,Beeramguda,2.0,Hyderabad,3200000
6234,Neknampur,3.0,Hyderabad,7000000
6235,Beeramguda,2.0,Hyderabad,3000000
6236,Beeramguda,2.0,Hyderabad,3200000
6237,Neknampur,3.0,Hyderabad,7000000
6238,Mallapur,2.0,Hyderabad,5500000
6239,Kukatpally,2.0,Hyderabad,5777000
6240,Kukatpally,3.0,Hyderabad,7605000
6241,Nagole,3.0,Hyderabad,8502000
6242,Nagole,3.0,Hyderabad,8242000
6243,Ambedkar Nagar,2.0,Hyderabad,3400000
6244,Gachibowli,2.0,Hyderabad,9500000
6245,Hafeezpet,2.0,Hyderabad,5000000
6246,Saroornagar,2.0,Hyderabad,4788000
6247,Beeramguda,2.0,Hyderabad,2880000
6248,Gachibowli,2.0,Hyderabad,5500000
6249,Nanakramguda,2.0,Hyderabad,8500000
6250,Saroornagar,2.0,Hyderabad,5500000
6251,Bachupally,2.0,Hyderabad,4400000
6252,Kondapur,3.0,Hyderabad,14000000
6253,Gajularamaram,3.0,Hyderabad,6931000
6254,Narsingi,3.0,Hyderabad,12000000
6255,Rajendra Nagar,3.0,Hyderabad,7540000
6256,Rajendra Nagar,3.0,Hyderabad,6290000
6257,Rajendra Nagar,2.0,Hyderabad,5290000
6258,Boduppal,2.0,Hyderabad,5580000
6259,Manikonda,1.0,Hyderabad,4300000
6260,Vanasthalipuram,3.0,Hyderabad,5560000
6261,Amberpet,1.0,Hyderabad,2400000
6262,Gachibowli,2.0,Hyderabad,12500000
6263,Gachibowli,2.0,Hyderabad,12500000
6264,Mehdipatnam,2.0,Hyderabad,3570000
6265,Bandlaguda Jagir,3.0,Hyderabad,12600000
6266,Moula Ali,2.0,Hyderabad,4800000
6267,Bandlaguda Jagir,3.0,Hyderabad,11600000
6268,Kondapur,3.0,Hyderabad,9563000
6269,Moula Ali,2.0,Hyderabad,4800000
6270,Bandlaguda Jagir,3.0,Hyderabad,11600000
6271,Kondapur,3.0,Hyderabad,9563000
6272,Mehdipatnam,2.0,Hyderabad,3600000
6273,Mallapur,2.0,Hyderabad,4500000
6274,Kompally,2.0,Hyderabad,3900000
6275,Kompally,2.0,Hyderabad,5800000
6276,Nizampet,2.0,Hyderabad,3500000
6277,Nizampet,2.0,Hyderabad,3500000
6278,Kukatpally,3.0,Hyderabad,11399999
6279,Kukatpally,3.0,Hyderabad,11399999
6280,Banjara Hills,3.0,Hyderabad,35000000
6281,Banjara Hills,3.0,Hyderabad,35000000
6282,Nallagandla Gachibowli,2.0,Hyderabad,4500000
6283,Gandipet,2.0,Hyderabad,4500000
6284,Nizampet,2.0,Hyderabad,3500000
6285,Nizampet,2.0,Hyderabad,3500000
6286,Kachiguda,2.0,Hyderabad,3800000
6287,Kachiguda,2.0,Hyderabad,3800000
6288,Kachiguda,2.0,Hyderabad,3800000
6289,Kachiguda,2.0,Hyderabad,3800000
6290,Kachiguda,2.0,Hyderabad,3800000
6291,Narsingi,2.0,Hyderabad,3960000
6292,Kachiguda,2.0,Hyderabad,3800000
6293,Kachiguda,2.0,Hyderabad,3800000
6294,Mehdipatnam,2.0,Hyderabad,4100000
6295,Alwal,3.0,Hyderabad,5500000
6296,Nacharam,3.0,Hyderabad,9600000
6297,Nacharam,3.0,Hyderabad,9600000
6298,Pragathi Nagar Kukatpally,3.0,Hyderabad,6795000
6299,Nizampet,2.0,Hyderabad,3600000
6300,Nizampet,2.0,Hyderabad,3400000
6301,Nizampet,2.0,Hyderabad,3500000
6302,Nizampet,2.0,Hyderabad,3500000
6303,Narsingi,3.0,Hyderabad,5000000
6304,Kondapur,2.0,Hyderabad,7000000
6305,Narsingi,2.0,Hyderabad,5500000
6306,Nizampet,2.0,Hyderabad,3870000
6307,Kompally,2.0,Hyderabad,5800000
6308,Kondapur,2.0,Hyderabad,7000000
6309,Narsingi,2.0,Hyderabad,5500000
6310,Kukatpally,3.0,Hyderabad,11299999
6311,Masab Tank,2.0,Hyderabad,4500000
6312,Kukatpally,2.0,Hyderabad,7317000
6313,Kukatpally,2.0,Hyderabad,7317000
6314,Nizampet,2.0,Hyderabad,3800000
6315,Malkajgiri,3.0,Hyderabad,4850000
6316,Bolarum,2.0,Hyderabad,4010000
6317,Bachupally,2.0,Hyderabad,3550000
6318,Nizampet,2.0,Hyderabad,3300000
6319,Nizampet,2.0,Hyderabad,3500000
6320,Nizampet,2.0,Hyderabad,4600000
6321,Appa Junction,2.0,Hyderabad,8500000
6322,Appa Junction,2.0,Hyderabad,8500000
6323,Nagole,3.0,Hyderabad,5500000
6324,Nagole,3.0,Hyderabad,5500000
6325,Nizampet,2.0,Hyderabad,3900000
6326,Alwal,2.0,Hyderabad,4580000
6327,Kokapet,3.0,Hyderabad,10800000
6328,Kokapet,3.0,Hyderabad,15200000
6329,Kokapet,4.0,Hyderabad,15200000
6330,Alwal,2.0,Hyderabad,4580000
6331,Kondapur,3.0,Hyderabad,15000000
6332,Alwal,3.0,Hyderabad,5700000
6333,Mehdipatnam,3.0,Hyderabad,7200000
6334,Nanakramguda,3.0,Hyderabad,20000000
6335,Chandanagar,3.0,Hyderabad,8797000
6336,Kukatpally,3.0,Hyderabad,10500000
6337,Madhapur,4.0,Hyderabad,43000000
6338,Miyapur,3.0,Hyderabad,10000000
6339,Kondapur,2.0,Hyderabad,10000000
